feature_key,text,extraction
GENERAL_CIRCUM,"ב""כ המאשימה טענה כי נסיבות האירוע מצביעות על מסוכנותו של הנאשם, כמו גם גיליון הרשעותיו הקודמות, התסקיר והראיות שנשמעו בתיק.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,תסקיר שירות המבחן בעניינו אינו חיובי.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,עולה ממנו שההליכים המשפטיים אינם מרתיעים אותו וכי הוא הפנים דפוסי התנהגות עברייניים.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,הנאשם שתק בחקירתו ובמהלך ניהול התיק ולא העיד אף בבית המשפט.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,כמו כן לא הביע חרטה ואף בפני שירות המבחן לא הודה במיוחס לו.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"את העבירה ביצע בהיותו כבן 17, אך במקרה שלו האפיק השיקומי אינו ראוי לאור תסקיר שירות המבחן ומשכך הענישה צריכה להיות הרתעתית ולשקף את מלוא חומרת העבירות.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"עוד נתן משקל לגילו הצעיר של הנאשם ולעובדה שהמאסר בן חצי השנה שריצה הנאשם היה בגין עבירה מאוחרת יותר ובמקרים כאלה לטענתו יש מקום לחפוף את העונש ואילו שבמקרה זה, הנאשם נעצר ביום בו יצא ממאסרו.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"מאחר והנאשם עצור כבר תקופה שמעל שנה וחצי, ללא חופשות, בתנאי מעצר קשים, בהפרדה ארצית בכלא ""רימונים"", סבור בא כוחו שניתן להסתפק בתקופת המעצר בהנחה שהנאשם זכאי לניכוי שליש.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"הוא גם ציין כי למרות שהנאשם עובר תקופה קשה בכלא, הוא לא הסתבך, הוא אסיר ללא בעיות ומכאן ניתן ללמוד כי הנאשם למד מתקופת השהייה בכלא והפיק את לקחו ועל כן אין לגזור עליו מאסר מעבר למה שכבר ריצה.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"תסקיר שירות המבחן אשר בחן את עניינו של הקטין מדבר בנאשם אשר מוכר לשירות המבחן לנוער ואכן גליון ההרשעות שלו מלמד על עבר עשיר, כאשר ניכרת הסלמה בעבירות ובהתאם לכך בגישה העונשית.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : כן']"
GENERAL_CIRCUM,"חרף הגישה הטיפולית של בית המשפט לנוער, הנאשם לא למד את הלקח ולא חדל מהדרך העבריינית.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,מסתבר גם שניסיון טיפולי וניסיון להושיט עזרה לנאשם בעבר נכשל והוא חדל לשתף פעולה עם שירות המבחן בזמנו והמשיך לבצע עבירות.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"לאור התסקיר ולאור עברו של הנאשם נראה לי שבשלב בו הוא נמצא כיום הנאשם זקוק לעונש מרתיע, אשר ילמד אותו להכיר בגבולות החוק והנורמות החברתיות.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
CONFESSION,הנאשם שתק בחקירתו ובמהלך ניהול התיק ולא העיד אף בבית המשפט.,['לא']
CONFESSION,כמו כן לא הביע חרטה ואף בפני שירות המבחן לא הודה במיוחס לו.,['לא']
CIR_TYPE_WEP,"שניות לאחר מכן חזר כשבידו אקדח חצי אוטומטי, כיוון אותו אל אלמוני וירה כ- 6 כדורים לעברו ולעבר חבריו כשהוא מנסה לפגוע באלמוני.",['אקדח חצי אוטומטי']
CIR_TYPE_WEP,"יצוין, שבעברו של הנאשם כבר יש עבירות של החזקת מחסניות אקדח וכדורי אקדח וכן החזקת סם – הירואין שלא לצריכה עצמית בנוסף לעבירות רכוש וכן עבירות תעבורה.",['אקדח']
CIR_USE,"שניות לאחר מכן חזר כשבידו אקדח חצי אוטומטי, כיוון אותו אל אלמוני וירה כ- 6 כדורים לעברו ולעבר חבריו כשהוא מנסה לפגוע באלמוני.","['ירי', 'ניסיון לירי']"
CIR_STATUS_WEP,"שניות לאחר מכן חזר כשבידו אקדח חצי אוטומטי, כיוון אותו אל אלמוני וירה כ- 6 כדורים לעברו ולעבר חבריו כשהוא מנסה לפגוע באלמוני.","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
PUNISHMENT_ACTUAL,מאסר בפועל למשך 30  חודשים שיימנו מיום מעצרו ה-14.9.08.,"['המאסר בפועל הוא 30 חודשים, שמתחילים מה-14 בספטמבר 2008']"
PUNISHMENT_SUSPENDED,"24 חודשי מאסר על תנאי, כאשר התנאי הוא שבמשך שלוש שנים מיום שחרורו ממאסר לא יעבור הנאשם עבירות של ניסיון לחבלה בכוונה מחמירה, נשיאת נשק, ואיומים.",['24 חודשי מאסר על תנאי']
PUNISHMENT_SUSPENDED,"שנה מאסר על תנאי, כאשר התנאי הוא שלא יעבור תוך שנתיים מיום שחרורו ממאסר עבירת יריות באזור מגורים.",['הנאשם קיבל 12 חודשי מאסר על תנאי']
PUNISHMENT_FINE,"קנס כספי בסך 3,000 ₪ או 45 יום מאסר תמורתו.","['3,000 ₪']"
