,verdict,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,CONFESSION_LVL2-predicted,CIR_TYPE_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_HELD_WAY_WEP-predicted,REGRET-predicted,RESPO-predicted,CIR_USE-predicted,CIR_STATUS_WEP-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted
0,m08050014-189,"ע""י ב""כ עו""ד רחל חזן",,0.9996513045913115,,,,,,,,,,,,,,,,,
1,m08050014-189,נ  ג  ד,,0.9995019090435845,,,,,,,,,,,,,,,,,
2,m08050014-189,נ  ג  ד,,0.9995019090435845,,,,,,,,,,,,,,,,,
3,m08050014-189,"ע""י ב""כ עו""ד צבי אבנון",,0.9997208542026784,,,,,,,,,,,,,,,,,
4,m08050014-189,"חוק העונשין, תשל""ז-1977: סע'  144(ב), 192, 329(א)(2), 340א",,0.999700798472866,,,,,,,,,,,,,,,,,
5,m08050014-189,"במסגרת הכרעת הדין שניתנה בעניינו הנאשם הורשע בעבירות הבאות: ניסיון לחבלה בכוונה מחמירה עבירה לפי סעיף 329(א)(2) לחוק העונשין התשל""ז-1977 (להלן: ""החוק""); נשיאה והובלת נשק עבירה לפי סעיף 144(ב) לחוק; יריות באזור מגורים עבירה לפי סעיף 340א לחוק; ובאיומים עבירה לפי סעיף 192 לחוק.",,0.0007006317365729945,0.0008949468309785506,3.194293307826479e-08,0.0013240806567791532,2.05181088329614e-05,,,,,,,,,,,,,
6,m08050014-189,"על פי הכרעת הדין בתאריך 21.3.07 סמוך לשעה 01:30 הגיע הנאשם לגינה ציבורית ליד רחוב רבי נחמן מברסלב ביפו, שם בילתה חבורת אנשים באכילה ושתיה, וביניהם אלמוני (להלן: ""אלמוני"") ואחיו פלמוני (להלן: ""פלמוני"").",,0.0022025027124325186,0.0006724790688814266,5.8160968878944566e-08,0.0009444259294094506,1.867982093185531e-05,,,,,,,,,,,,,
7,m08050014-189,"הוא פנה לאלמוני בצעקות, קילל אותו ואת פלמוני.",,0.00048741855068492126,0.0004673116924732653,8.259974394061981e-08,0.0030155383480155885,1.982286781852795e-05,,,,,,,,,,,,,
8,m08050014-189,"אמר לו ולפלמוני ""אני אזיין את אמא שלכם יא בני שרמוטה"" והמשיך להטיל אימה באלמוני בהטיחו בו ""אתה לא רוצה להרגע ?",,0.0067815706370056355,0.00192277947919126,5.172767404833659e-07,0.001807239022577853,2.0297194279856626e-05,,,,,,,,,,,,,
9,m08050014-189,"אתה לא רוצה לקצר את הלשון שלך?"" כשניסו הנוכחים להרגיע את הנאשם השיב להם בקללות ועזב את המקום.",,0.000595669718259237,0.00027791953620331786,5.5945289105024083e-08,0.002116788585975751,1.874895316264023e-05,,,,,,,,,,,,,
