feature_key,text,extraction
GENERAL_CIRCUM,"לאור נסיבות הענין, ובהן הרשעותיו הקודמות של הנאשם והעדר קבלת אחריות, ביקש ב""כ המאשימה להשית על הנאשם עונש בצידו הגבוה של המתחם.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"בטיעונו הפנה לכך שהנאשם נשוי ואב לשני ילדים, שאחד מהם למרבה הצער נכה, והגיש מסמכים לעניין זה.","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"עוד טען, כי אין לזקוף לחובת הנאשם את עמידתו על חפותו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם יליד שנת 1986, ומטיעוני ב""כ כוחו עולה כי הוא נשוי ואב לילדים, אשר למרבה הצער אחד מהם סובל מנכות (הוצגו לעניין זה מסמכים מהביטוח הלאומי).","['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,לחובת הנאשם מסר הרשעות קודמות:,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,בשנת 2005 הורשע בהחזקת סכין ונדון למאסר מותנה.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,בשנת 2009 הורשע בעבירות של הכנת עבירה בחומרים מסוכנים והחזקת סכין ונדון לשבעה חודשי מאסר בפועל ועונשים נלווים.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"בשנת 2009 הורשע הנאשם בהליך נוסף בעבירות של ניסיון לסחר בנשק וקשר לפשע, ונדון לשנה מאסר ועונשים נלווים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,בשנת 2019 הורשע הנאשם בגניבה ונדון למאסר מותנה.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"מדובר במי שלחובתו מספר הרשעות קודמות, בעבירות ממין העניין, ובכלל זה ניסיון סחר בנשק והחזקת נשק, בגינן נדון למספר מאסרים, אשר לא הביאו להרתעתו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"מעבר לכך, הנאשם לא קיבל אחריות למעשיו, וכאשר העיד ניכר בו, כי אינו מודע כלל לחומרת מעשיו ופוטנציאל הנזק הטמון בהם, וכי הוא חדור תחושת קרבנות, כאילו נעשה לו עוול בעצם מעצרו והאשמתו בעבירות בהן הורשע.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
CIR_STATUS_WEP,28 מחסניות לאקדח גלוק ועשרות כדורים.,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
CIR_STATUS_WEP,שני נרתיקים לאקדח ונרתיק אחד למחסניות.,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
CIR_STATUS_WEP,"הנאשם החזיק בביתו אקדח מסוג גלוק, תחמושת רבה ו-28 מחסניות תואמות לאקדח, מחסנית לרובה 16M, וכן שלושה רימוני אימונים, אשר גם אם אינם קטלניים, יכולים לגרום נזק.","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
CIR_STATUS_WEP,"בקביעת מתחם העונש אביא בחשבון את חומרת מעשיו של הנאשם, המתבטאת, בצד החזקת האקדח, בכמות התחמושת והמחסניות אותן החזיק הנאשם, המקשה לקבל את ההנחה כי מדובר בהחזקה ""לשימוש עצמי בלבד"", פוטנציאל הנזק הטמון במעשים, הצורך החיוני להרתיע מפני ביצוע עבירות דומות, רמת הענישה הנוהגת והעונש המזערי שבצידה של העבירה.","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
CIR_TYPE_WEP,"שלושה רימוני יד, המשמשים לאימון הטלת רימון רסס.",['רימון רסס']
CIR_TYPE_WEP,28 מחסניות לאקדח גלוק ועשרות כדורים.,"['אקדח 28 מחסניות לאקדח גלוק ועשרות כדורים מתאימות לתיאור של אקדח, שהוא כלי נשק אישי קטן יחסית עם מחסניות שנית']"
CIR_TYPE_WEP,שני נרתיקים לאקדח ונרתיק אחד למחסניות.,['אקדח שני נרתיקים לאקדח ונרתיק אחד למחסניות מתאימים לתיאור של נשיאת אקדח']
CIR_TYPE_WEP,"הנאשם החזיק בביתו אקדח מסוג גלוק, תחמושת רבה ו-28 מחסניות תואמות לאקדח, מחסנית לרובה 16M, וכן שלושה רימוני אימונים, אשר גם אם אינם קטלניים, יכולים לגרום נזק.",['אקדח']
CIR_TYPE_WEP,"בקביעת מתחם העונש אביא בחשבון את חומרת מעשיו של הנאשם, המתבטאת, בצד החזקת האקדח, בכמות התחמושת והמחסניות אותן החזיק הנאשם, המקשה לקבל את ההנחה כי מדובר בהחזקה ""לשימוש עצמי בלבד"", פוטנציאל הנזק הטמון במעשים, הצורך החיוני להרתיע מפני ביצוע עבירות דומות, רמת הענישה הנוהגת והעונש המזערי שבצידה של העבירה.",['אקדח']
CIR_TYPE_WEP,בשנת 2005 הורשע בהחזקת סכין ונדון למאסר מותנה.,"['הסוג של הנשק הוא ""סכין""']"
CIR_TYPE_WEP,בשנת 2007 הורשע בהחזקת נשק והחזקת סכין ונדון לששה חודשי מאסר בעבודות שירות ועונשים נלווים.,"['המידע שניתן הוא שבשנת 2007, אדם הורשע בהחזקת נשק והחזקת סכין, ונדון לשישה חוד']"
CIR_TYPE_WEP,בשנת 2009 הורשע בעבירות של הכנת עבירה בחומרים מסוכנים והחזקת סכין ונדון לשבעה חודשי מאסר בפועל ועונשים נלווים.,['מטען חבלה מאולתר']
PUNISHMENT_ACTUAL,"שלוש שנים מאסר בפועל, אשר ימנה מיום מעצרו של הנאשם, 6.5.24, גם אם רישומי שב""ס יראו אחרת.",['הנאשם קיבל 3 שנות מאסר בפועל']
PUNISHMENT_ACTUAL,"שמונה חודשי מאסר בו לא יישא, אלא אם יעבור תוך שלוש שנים מיום שחרורו מהמאסר עבירת נשק שהיא פשע.",['הנאשם קיבל 8 חודשי מאסר בפועל']
PUNISHMENT_SUSPENDED,"שמונה חודשי מאסר בו לא יישא, אלא אם יעבור תוך שלוש שנים מיום שחרורו מהמאסר עבירת נשק שהיא פשע.",['הנאשם קיבל 8 חודשי מאסר על תנאי']
PUNISHMENT_SUSPENDED,"ארבעה חודשי מאסר בו לא יישא, אלא אם יעבור תוך שלוש שנים מיום שחרורו מהמאסר עבירת נשק שהיא עוון.",['הנאשם קיבל 4 חודשי מאסר על תנאי']
