feature_key,text,extraction
GENERAL_CIRCUM,"מדובר בהתנהגות לא סבירה, ובניגוד לחוק, ויש לזקוף זאת לחובתו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"מרישומו הפלילי של הנאשם עולה כי לחובתו מאסר מותנה בגין החזקת סכין, שאינו חל בנסיבות אלה, אולם חרף העובדה שיודע שהתנאי עדיין קיים לאחר שניתן לו בשנת 2011 וחל עדיין בשנת 2013- עלה הנאשם מדרגה, וביצע עבירה חמורה אף יותר.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']"
GENERAL_CIRCUM,"ב""כ הנאשם טען לעונש כי הרשעתו של הנאשם בגין החזקת סכין הינה משנת 2008, ובמהלך הזמן שחלף לא נפתחו תיקים נוספים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']"
GENERAL_CIRCUM,"הנאשם נשוי ואב לשלושה ילדים קטינים בגילאי 3, 4 ו-5.","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"בענייננו מדובר בנסיבות קלות, בהן רק נתפס נשק - שלא נעשה בו שימוש, ואין מדובר בנאשם עם עבר פלילי מכביד בבחינת ""שור מועד"", שלא ריצה מאסר קודם.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"עם זאת מגיליון רישומו הפלילי עולה כי לנאשם הרשעה אחת בלבד בגין החזקת סכין, משנת 2008 בגינה הושת עליו מע""ת.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']"
GENERAL_CIRCUM,"הגם שמדובר בהחזקת כלי נשק, הרי שאין מדובר בנסיבות דומות לענייננו (ואף התנאי לא חל) כמו גם בעבירה ישנה, כשאין להתעלם מכך שבזמן הרב שחלף לא שב הנאשם להסתבך בפלילים כלל.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']"
GENERAL_CIRCUM,"לאור האמור, לאור חומרת העבירה, היות המעשים מצויים ברף הבינוני, העדר עבר פלילי מכביד, והודאתו של הנאשם מצאתי כי אין למצות עמו את מלוא חומרת הדין.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
CIR_STATUS_WEP,"על פי המפורט בכתב האישום, ביום 28.10.13 בשעה 17:50 החזיק הנאשם בביתו בטירה, מוסלק מתחת למיטה זוגית בחדר השינה, נשק דמוי תת מקלע מאולתר בקוטר 9 מ""מ ולצדו מחסנית טעונה בעשרה כדורים תואמים בקוטר 9 מ""מ.","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
CIR_STATUS_WEP,"מדובר בתת מקלע עם מחסנית טעונה, מוכן לשימוש.","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
CIR_STATUS_WEP,"בנסיבות אלה, בהתאם לסעיף 40ט(א) לחוק, מדובר בנשק דמוי תת מקלע מאולתר בקוטר 9 מ""מ, מחסנית טעונה בעשרה כדורים תואמים בקוטר 9 מ""מ, ו-14 כדורים תואמים בקוטר 9 מ""מ בקת הנשק, שהוסלקו כולם מתחת למיטתו של הנאשם.","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
CIR_STATUS_WEP,"מדובר בנסיבות לחומרא, לאור היקף התחמושת, סוג הנשק והיות המחסניות טעונות ומוכנות לפעולה,  והן נוכח העובדה כי אלו הוסלקו בביתו של הנאשם- בו מתגוררים שלושת ילדיו הקטינים בני 3-5, תוך סיכון חייהם וחיי אשתו.","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
CIR_HELD_WAY_WEP,"על פי המפורט בכתב האישום, ביום 28.10.13 בשעה 17:50 החזיק הנאשם בביתו בטירה, מוסלק מתחת למיטה זוגית בחדר השינה, נשק דמוי תת מקלע מאולתר בקוטר 9 מ""מ ולצדו מחסנית טעונה בעשרה כדורים תואמים בקוטר 9 מ""מ.","['בבית', 'מוסלק - מוסתר', 'סמוך לבית']"
