Unnamed: 0,verdict,text,part
0,ME-23-12-14553-571,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  6, 7.א., 7.ג","ע""י ב""כ עו""ד ירון פורר"
1,ME-23-12-14553-571,"חוק העונשין, תשל""ז-1977: סע'  40ח, 400","ע""י ב""כ עו""ד ירון פורר"
2,ME-23-12-14553-571,"הנאשם הורשע על-פי הודאתו במסגרת הסדר טיעון בכתב אישום מתוקן (להלן: ""כתב האישום"") בביצוע עבירות של הכנה, ייצור והפקה (גידול) של סמים מסוכנים, החזקת סמים מסוכנים שלא לצריכה עצמית ונטילת חשמל בניגוד לחוק, עבירות לפי סעיפים 6 ו-7(א)+(ג) רישא לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג – 1973 (להלן: ""פקודת הסמים"") ו- 400 לחוק העונשין, התשל""ז – 1977  (להלן חוק העונשין"").",	מבוא
3,ME-23-12-14553-571,במסגרת ההסדר לא הושגה הסכמה בין הצדדים לעניין העונש וכל צד טען לעונש באופן חופשי.,	מבוא
4,ME-23-12-14553-571,"יחד עם זאת, הצדדים הסכימו שהנאשם יוכרז כסוחר סמים וככל יוצא, הציוד המפורט בכתב האישום יחולט לטובת קרן החילוט – הסמים.",	מבוא
5,ME-23-12-14553-571,"מעובדות כתב האישום עולה כי במועד שאינו ידוע במדויק ובמשך תקופה לא ידועה ועד ליום 30.11.2023 גידל הנאשם שתילים רבים של סם, בוילה ששכר מיום 1.7.2023 בקריית גת, לאחר שביצע בווילה פעולות שונות כדי להכשירה כמקום לגידול הסם.",	כתב האישום
6,ME-23-12-14553-571,"לצורך תפעול מקום גידול הסם והפעלת מכשירי החשמל בהם השתמש הנאשם לשם גידול הסם, יצר הנאשם חיבור פיראטי של חשמל בוילה.",	כתב האישום
7,ME-23-12-14553-571,ביום 30.11.2023 בשעה 10:25 או בסמוך לכך במסגרת פעילות יזומה של משטרת ישראל הגיעו השוטרים לוילה וביקשו מהנאשם לפתוח את הדלת.,	כתב האישום
8,ME-23-12-14553-571,"לאחר שהנאשם לא נענה לקריאתם, טיפסו השוטרים אל מעבר לגדר, דפקו על דלת הכניסה, הזדהו כשוטרים וביקשו מהנאשם לפתוח את דלת הכניסה.",	כתב האישום
9,ME-23-12-14553-571,הנאשם לא נענה לקריאות השוטרים ואלו דפקו שנית על דלת הכניסה עם פטיש.,	כתב האישום
10,ME-23-12-14553-571,הנאשם ביקש מהשוטרים להפסיק ואמר כי יפתח את הדלת והוא עשה כן.,	כתב האישום
11,ME-23-12-14553-571,"במהלך חיפוש שביצעו השוטרים בוילה נמצאו בששה חדרים כ-700 שתילי סם מסוג קנבוס במשקל כולל של 180 ק""ג נטו אותם גידל הנאשם.",	כתב האישום
12,ME-23-12-14553-571,"בחדר נוסף נתפס שק שהכיל סם מסוכן מסוג קנבוס במשקל של 7.48 ק""ג נטו.",	כתב האישום
13,ME-23-12-14553-571,"בנוסף לאמור, נתפס בוילה ציוד רב ששימש לגידול הסם.",	כתב האישום
14,ME-23-12-14553-571,"הנזק שנגרם לחברת חשמל כתוצאה ממעשיו של הנאשם נאמד בסך כולל של 99,717.18 ₪.",	כתב האישום
15,ME-23-12-14553-571,"מתסקיר שירות המבחן שהתקבל בעניינו של הנאשם עלה כי זה כבן 27, רווק, בן להורים גרושים, עלה עם הוריו מאתיופיה בשנת 1997, סיים 12 שנות לימוד, סייע מגיל צעיר בפרנסת משפחתו, שוחרר משירות צבאי לאחר שירות של תקופה של שנתיים וארבעה חודשים, הוגדר כחייל בודד והתגורר בבית החייל, טרם מעצרו התגורר בגפו בדירה שכורה בקרית גת ועבד בעסק עצמאי לשליחויות.",	תסקיר שירות המבחן
16,ME-23-12-14553-571,"הנאשם שיתף את שירות המבחן כי עזב את הבית עקב סכסוך עם אימו, כי שמר איתה ועם אחותו על קשר רופף וחידש איתם את הקשר לאחר מעצרו.",	תסקיר שירות המבחן
17,ME-23-12-14553-571,"הנאשם שיתף כי הוא בחובות על סך של 200,000 ₪ לבנקים ולחברת אשראי.",	תסקיר שירות המבחן
18,ME-23-12-14553-571,"הנאשם מסר כי התנסה לראשונה בשימוש בסמים בגיל 19, צרך סמים בתדירות נמוכה במסגרת מפגשים חברתיים, שלל בעיות התמכרות ושלל צורך בהתערבות טיפולית בתחום ההתמכרויות אף שמסר כי פנה להשתתף בקבוצה טיפולית במסגרת מעצרו אך טרם קיבל תשובה.",	תסקיר שירות המבחן
