,verdict,text,part
0,ME-16-06-42987-901,מפרקליטות מחוז ירושלים (פלילי),"ע""י ב""כ עו""ד שי עציון"
1,ME-16-06-42987-901,מפרקליטות מחוז ירושלים (פלילי),"ע""י ב""כ עו""ד שי עציון"
2,ME-16-06-42987-901,"חוק העונשין, תשל""ז-1977: סע'  25, 144(ב), 192, 329(א)(2), 382(א), 384",מטעם הסניגוריה הציבורית
3,ME-16-06-42987-901,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג, 13א, 19",מטעם הסניגוריה הציבורית
4,ME-16-06-42987-901,"הנאשם, יליד 1997, הודה והורשע בתיק זה בכתב אישום מתוקן אשר תוקן במסגרת הסדר בין הצדדים.",	העובדות וטענות הצדדים
5,ME-16-06-42987-901,ההסדר כלל תיקון כתב האישום ללא הסכמה בעניין העונש.,	העובדות וטענות הצדדים
6,ME-16-06-42987-901,בנוסף צירף הנאשם שני תיקים אחרים שהיו תלויים ועומדים נגדו.,	העובדות וטענות הצדדים
7,ME-16-06-42987-901,בסך הכל הודה הנאשם והורשע כמפורט להלן:,	העובדות וטענות הצדדים
8,ME-16-06-42987-901,"בכתב האישום המתוקן בתיק זה  (להלן: תיק הנשק) – הנאשם הורשע באישום הראשון בעבירות  של נשיאת נשק לפי סעיף 144(ב) לחוק העונשין תשל""ז-1977 (להלן: חוק העונשין; החוק) ואיומים לפי סעיף 192 לחוק, בכך שקיבל לידיו רימון הלם, הגיע לבית משפחה בשכונת גילה בירושלים והשליך את הרימון לחצר הבית במטרה להטיל אימה על יושביו.",	העובדות וטענות הצדדים
9,ME-16-06-42987-901,הרימון התפוצץ בחצר.,	העובדות וטענות הצדדים
10,ME-16-06-42987-901,"באישום השני הורשע הנאשם בכך שהצטייד בכלי נשק מאולתר שבו כדור בקליבר 9 מ""מ, ויחד עם אנשים נוספים, ביניהם אמיר סלמה שהצטייד ברימון גז ובשני רימוני הלם, הלכו למקום בו שהו אחרים שהיו מסוכסכים עמם.",	העובדות וטענות הצדדים
11,ME-16-06-42987-901,"הנאשם ניסה לירות בנשק המאולתר לעבר רגליו של אחד מהאחרים, אך הנשק לא פעל.",	העובדות וטענות הצדדים
12,ME-16-06-42987-901,הנאשם זרק לעברו את רימון הגז אותו קיבל קודם לכן מידיו של אמיר סלמה.,	העובדות וטענות הצדדים
13,ME-16-06-42987-901,על כך הורשע הנאשם בעבירות של ניסיון לחבלה מחמירה לפי סעיף 329(א)(2) לחוק וניסיון תקיפה בנסיבות מחמירות לפי סעיפים 382(א) + 25 לחוק העונשין.,	העובדות וטענות הצדדים
14,ME-16-06-42987-901,"שני הצדדים סברו כי שלושת כתבי האישום מהווים אירועים שונים שיש לקבוע לכל אחד מהם מתחם ענישה נפרד, אם כי ב""כ הנאשם טען כי יש לחפוף בין המתחמים.",	העובדות וטענות הצדדים
15,ME-16-06-42987-901,"ב""כ המאשימה טען בנוגע לתיק הנשק כי הנאשם פגע בערכים המוגנים של שלומם וביטחונם של הציבור ושל האדם הפרטי, וכי פוטנציאל הנזק הקטלני מחייב ענישה מרתיעה.",	העובדות וטענות הצדדים
16,ME-16-06-42987-901,"הוא הפנה לפסיקה המתייחסת לחומרה הקיימת גם בעבירות בהן נעשה שימוש ברימון הלם, וכן להנחיות פרקליט המדינה שעמדו על הצורך בענישה מחמירה בעבירות נשק.",	העובדות וטענות הצדדים
17,ME-16-06-42987-901,"כמו כן הפנה לגזר דינו של מי שנטל חלק באירוע נשוא האישום השני יחד עם הנאשם, אשר נדון ל-18 חודשי מאסר בפועל.",	העובדות וטענות הצדדים
