,verdict,text,part
0,ME-23-09-35326,אמג'ד שאהין,הנאשמים
1,ME-23-09-35326,"עו""ד רינת בן יעקב; עו""ד צור חוטה",הנאשמים
2,ME-23-09-35326,"חוק העונשין, תשל""ז-1977: סע'  40ב, 40ג(א), 40ג(ב), 40ו, 40ז, 40ח, 40ט, 40ט(א), 144(א), 144(ב), 144(ב2), 144(ז), 40יא, 40יב, 40יג",הנאשמים
3,ME-23-09-35326,"נאשם 1 (להלן: הנאשם) הורשע בדין, על פי הודאתו שניתנה במסגרת הסדר טיעון.",גזר דין בעניינו של נאשם 1
4,ME-23-09-35326,הגיעה העת לגזור את עונשו.,גזר דין בעניינו של נאשם 1
5,ME-23-09-35326,המעשים שביצע הנאשם והעבירות שבהן הורשע,גזר דין בעניינו של נאשם 1
6,ME-23-09-35326,"ביום 23.12.24 הורשע הנאשם על פי הודאתו בעבירות נשק, בגין מעורבותו בשלוש עסקאות נשק שבכל אחת מהן נמכר אקדח לסוכן משטרתי, ובגין החזקת רובה בביתו.",גזר דין בעניינו של נאשם 1
7,ME-23-09-35326,העסקה הראשונה נערכה ביום 4.6.23.,גזר דין בעניינו של נאשם 1
8,ME-23-09-35326,"כחודש קודם לכן הגיע הסוכן אל מקום עבודתו של הנאשם, והנאשם ציין בפניו כי הוא מכירו והעביר לו את מספר הטלפון שלו.",גזר דין בעניינו של נאשם 1
9,ME-23-09-35326,"ביום 1.6.23 שוב הגיע הסוכן אל מקום עבודת הנאשם, וזה הציג בפניו תמונות של כלי נשק רבים, ואף בירר עם הסוכן ממי יוכל לרכוש תחמושת.",גזר דין בעניינו של נאשם 1
10,ME-23-09-35326,"הסוכן סיפר לנאשם כי הוא קיבל הצעת מחיר לרכישת אקדח מתוצרת GLOCK, ואז אמר לו הנאשם שלא יקנה מאחרים שכן הוא עצמו מוכר במחירים הזולים ביותר, והציע לו אקדח חדש כזה.",גזר דין בעניינו של נאשם 1
11,ME-23-09-35326,"לבקשת הסוכן, הנאשם אף שלח לו מיידית תמונות של האקדח, והוסיף כי יש ברשותו גם כלי נשק ארוכים.",גזר דין בעניינו של נאשם 1
12,ME-23-09-35326,"בהמשך התקשר הסוכן אל הנאשם, אמר לו שהוא מעוניין באקדח, והשניים נדברו לבצע את העסקה ביום 4.6.24.",גזר דין בעניינו של נאשם 1
13,ME-23-09-35326,"בבוקר אותו יום הסכימו הנאשם והסוכן על מחיר, וקבעו להיפגש בערב.",גזר דין בעניינו של נאשם 1
14,ME-23-09-35326,"כל אחד מן השניים הגיע למקום המפגש ברכבו, ולאחר מכן הסוכן נסע בעקבות הנאשם.",גזר דין בעניינו של נאשם 1
15,ME-23-09-35326,"בשלב מסוים השניים עצרו, ואז לקח הנאשם מרכבו את האקדח, כשבו מחסנית תואמת עם שלושה כדורים; נכנס לרכב הסוכן; מסר לו את האקדח; וקיבל ממנו 42,000 ₪ בתמורה.",גזר דין בעניינו של נאשם 1
16,ME-23-09-35326,"הנאשם גם ירה באמצעות האקדח שלושה כדורים באוויר, ואז פָּרַק אותו והניחו מתחת למושב הנהג ברכב הסוכן.",גזר דין בעניינו של נאשם 1
17,ME-23-09-35326,"לאחר מכן קיבל הנאשם מהסוכן 2,500 ₪ נוספים תמורת העסקה.",גזר דין בעניינו של נאשם 1
18,ME-23-09-35326,"יצוין כי יום קודם לעסקה שלח הנאשם לסוכן תמונה של רובה מסוג M-16, ואף התקשר אליו ושאל אותו אם הוא מעוניין ברובה.",גזר דין בעניינו של נאשם 1
19,ME-23-09-35326,"בגין כך הורשע הנאשם בסחר בנשק, לפי סעיף 144(ב2) לחוק העונשין, התשל""ז-1977 (להלן: חוק העונשין), ובנשיאת נשק לפי סעיף 144(ב) לאותו חוק.",גזר דין בעניינו של נאשם 1
20,ME-23-09-35326,העסקה השנייה נערכה ביום 11.6.23.,גזר דין בעניינו של נאשם 1
21,ME-23-09-35326,"מספר ימים קודם לכן שלח הנאשם לסוכן תמונות של שלושה אקדחים, כל אחד ומחירו.",גזר דין בעניינו של נאשם 1
22,ME-23-09-35326,"למחרת התקשר הסוכן אל הנאשם, ולאחר התמקחות סוכם כי הוא ירכוש את אחד האקדחים תמורת סכום מסוים.",גזר דין בעניינו של נאשם 1
23,ME-23-09-35326,"בהמשך התקשר הנאשם לסוכן ואמר לו שהאקדח נמצא בעזרייה, וכשהסוכן ציין שהוא מעדיף שלא לבצע שם את העסקה הבהיר הנאשם כי האקדח אינו שלו, והציע לקחת את התמורה מהסוכן ולהביא אליו את האקדח.",גזר דין בעניינו של נאשם 1
24,ME-23-09-35326,"הסוכן סירב, והשניים נדברו לבצע את העסקה ביום 11.6.23.",גזר דין בעניינו של נאשם 1
25,ME-23-09-35326,"יום קודם לכן התקשר הנאשם אל הסוכן, ציין כי האקדח שעליו דובר נמכר, והציע לו לרכוש אקדח אחר מתוצרת GLOCK שנמצא אצלו.",גזר דין בעניינו של נאשם 1
26,ME-23-09-35326,הסוכן הסכים לכך.,גזר דין בעניינו של נאשם 1
27,ME-23-09-35326,ביום המיועד לביצוע העסקה התקשר הנאשם אל הסוכן וביקש ממנו לאוספו.,גזר דין בעניינו של נאשם 1
28,ME-23-09-35326,"כאשר השניים נפגשו ציין הנאשם כי הסוכן יכול לרכוש את האקדח שעליו סוכם, ולחלופין אקדח אחר מאותה תוצרת שמחירו זול יותר ומצוי בעזרייה.",גזר דין בעניינו של נאשם 1
29,ME-23-09-35326,"הסוכן העדיף את האקדח הזול, ואז בירר הנאשם עם אחר האם אותו אקדח זמין למכירה, והשניים נסעו לעזרייה.",גזר דין בעניינו של נאשם 1
30,ME-23-09-35326,"בהגיעם למקום התקשר הנאשם לאחר, וזה הורה לנאשם כיצד להגיע למקום המפגש.",גזר דין בעניינו של נאשם 1
