feature_key,text,extraction
GENERAL_CIRCUM,"שירות המבחן הגיש תסקיר על הנאשם, בו ציין בין היתר, כי הנאשם נשר מהלימודים במהלך כיתה ט' ומאז עבד בעבודות מזדמנות וכי הנאשם מסר שביצע את העבירות מתוך רצון להרוויח כסף.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"שירות המבחן סקר את גורמי הסיכון והסיכוי של הנאשם, ציין כי הנאשם לא הביע כל רצון להשתלב בהליך טיפולי, והמליץ להטיל על הנאשם עונש הרתעתי מוחשי, על מנת לחדד עבורו את המחירים להתנהגותו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"התביעה ציינה את גילו הצעיר של הנאשם, את עברו הנקי, את הודאתו במיוחס לו ואת העובדה שמשקל הסם המצוין בכתב האישום הינו ברוטו.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,ההגנה ציינה כי בעת ביצוע העבירות היה הנאשם צעיר מגיל 21 וביקשה להתייחס אליו כאל בגיר-צעיר.,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"טענה, כי הנאשם מסייע בפרנסת משפחתו, ברוכת הילדים.","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"כאן, גידול הסם לא היה כרוך בתשתיות ובאמצעים מורכבים ויקרים; שתילי הסמים נתפסו טרם קטיפתם ועיבודם; הנאשם לא הצליח להפיק רווח כספי, ויש להניח שהוא אף הפסיד סכום כזה או אחר שהושקע בגידול השתילים; מצבו הכלכלי של הנאשם אינו מהטובים; והוא תומך במשפחתו ברוכת הילדים.","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
CIR_TYPE,"הנאשם הודה, במסגרת הסדר טיעון, כי כחודשיים עובר למעצרו בתאריך 31.5.16, הוא גידל בביתו בפזורת שבט אלעזזמה, בשלושה מקומות שונים שהיוו מעין ""חממות"", 194 שתילי קנבוס.",['קנביס (קנאביס)']
CIR_EQ,"טענה, כי אין המדובר במעבדת סמים עתירת תשתיות וציוד, אלא בגידול ""טבעי"" בשטח הסמוך לבית הנאשם.",['לא']
RESPO,"התביעה ציינה את גילו הצעיר של הנאשם, את עברו הנקי, את הודאתו במיוחס לו ואת העובדה שמשקל הסם המצוין בכתב האישום הינו ברוטו.",['כן']
RESPO,"בהתחשב בנסיבות העבירה, בסוג הסם ובמשקלו – הנמוך משמעותית מהמשקל ברוטו המצוין בכתב האישום – בגיל הנאשם, בהעדר הרשעות קודמות, בהודאת הנאשם ובלקיחת האחריות, הרי שעונש המאסר המוצע בהסדר הטיעון, סביר.",['כן']
CONFESSION,"על יסוד הודאת הנאשם בעובדות כאמור, הוא הורשע בעבירות של גידול סם והחזקת סם שלא לצריכה עצמית, לפי סעיפים 6 ו- 7(א)(ג) לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973.",['כן']
CONFESSION,"התביעה ציינה את גילו הצעיר של הנאשם, את עברו הנקי, את הודאתו במיוחס לו ואת העובדה שמשקל הסם המצוין בכתב האישום הינו ברוטו.",['כן']
CONFESSION,"בהתחשב בנסיבות העבירה, בסוג הסם ובמשקלו – הנמוך משמעותית מהמשקל ברוטו המצוין בכתב האישום – בגיל הנאשם, בהעדר הרשעות קודמות, בהודאת הנאשם ובלקיחת האחריות, הרי שעונש המאסר המוצע בהסדר הטיעון, סביר.",['כן']
PUNISHMENT_ACTUAL,"24 חודשי מאסר בפועל, מיום מעצרו.","['הנאשם קיבל 24 חודשי מאסר בפועל, מיום מעצרו']"
PUNISHMENT_SUSPENDED,"12 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו מהמאסר, שלא יעבור עבירת סמים מסוג פשע.",['12 חודשי מאסר על תנאי']
PUNISHMENT_FINE,"קנס בסך 7,500 ₪ או חודש מאסר תחתיו.","['7,500 ₪']"
OFFENCE_NUMBER,"על יסוד הודאת הנאשם בעובדות כאמור, הוא הורשע בעבירות של גידול סם והחזקת סם שלא לצריכה עצמית, לפי סעיפים 6 ו- 7(א)(ג) לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973.","['סעיף 6', 'סעיף 7א']"
