feature_key,text,extraction
GENERAL_CIRCUM,"בתוך מתחם העונש ההולם, יש ליתן משקל לחומרה לעברו הפלילי של הנאשם, כבן 24, שהורשע בעבירות של ניסיון לביצוע שוד מזוין, וקשירת קשר לביצוע פשע, ונדון ל-12 חודשי מאסר בפועל, לצד רישומים ללא הרשעה, מבית המשפט לנוער, בעבירות רכישת והחזקת נשק, ואלימות.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']"
GENERAL_CIRCUM,הרשעתו האחרונה של הנאשם משנת 2012 (ת/1).,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"יינתן משקל הולם לקולה לתיקון כתב האישום, באמצעות מחיקת עבירה של נשיאת נשק, שיוחסה לנאשם במקור, להודאת הנאשם, לגילו הצעיר יחסית, להשתלבותו בשוק העבודה, ולזמן שחלף מאז הרשעתו האחרונה.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']"
CIR_HELD_WAY_WEP,"בהגיע השוטרים לחניון, בעת שהתקרבו לעבר הנאשם ואחרים, תפס הנאשם בידו רימון הלם מסוג M7920 (להלן: ""הרימון"") שהיה מונח ברכב, אותו החזיק, ללא רשות על פי דין, והשליכו אל מתחת לרכב.",['ברכב']
CIR_TYPE_WEP,"בהגיע השוטרים לחניון, בעת שהתקרבו לעבר הנאשם ואחרים, תפס הנאשם בידו רימון הלם מסוג M7920 (להלן: ""הרימון"") שהיה מונח ברכב, אותו החזיק, ללא רשות על פי דין, והשליכו אל מתחת לרכב.",['רימון הלם/גז']
CIR_TYPE_WEP,יש בעצם החזקת הרימון פוטנציאל נזק ממשי לביטחון הציבור ולשלומו.,['רימון רסס']
CIR_TYPE_WEP,"פוטנציאל נזק זה, מתעצם נוכח מיקום החזקת הרימון, בקרבת אצטדיון הכדורגל – שבו שהו, קרוב לוודאי, אלפי אוהדים, אם לא מעבר לכך – ולאור עיתוי החזקתו, סמוך לפני משחק כדורגל בין קבוצות בית""ר ירושלים והפועל ת""א, שהיריבות הקשה בין אוהדיהן, היא מן המפורסמות.",['רימון רסס']
CIR_TYPE_WEP,"לא ניתן להתעלם, מהשלכת הרימון מתחת לרכב, באופן שיש בו כדי ללמד על חוסר האחריות שנהג הנאשם ברימון, ואף על ניסיונו להרחיק את עצמו ממעשי העבירה.",['רימון רסס']
CIR_TYPE_WEP,"מנגד, יש ליתן משקל הולם לקולה לסוג הנשק, ולכמותו, רימון הלם בודד, שבסופו של דבר, לא נעשה בו שימוש.",['רימון הלם/גז']
CIR_TYPE_WEP,"בעצם החזקת רימון הלם, על ידי מי שאינו מורשה, ואינו מיומן בכך, גלומה מסוכנות גבוהה.",['רימון הלם/גז']
